gdp,inflation,population,imports,exports,corporate_tax_rate,tax_revenue
15748380.333031448,6.209219602752186,1312.1878166244642,1737638.3702572347,1604062.7651675774,0.23752270443423623,1647887.4480340066
15646512.188525291,6.231625079806764,1312.1511235980117,1882333.9283585032,1517399.9109243401,0.2293567839314746,1595196.2306302025
15895580.389452383,5.897281400029386,1312.3972028645837,1888024.650199487,1596440.0135836436,0.2327155509499416,1732735.8818338674
15673811.262003478,6.1234535952966045,1314.9462781455316,1704608.1534490506,1555180.8481737182,0.22721672064043236,1575580.6186702645
15868813.63140057,5.99560497530598,1314.5980232289476,1822657.8912059492,1679537.9426329182,0.2087094822878277,1641966.1954707683
15632027.085134426,6.008091489600716,1313.413760607109,1769965.6509848337,1583088.276080979,0.21475479733720226,1603486.6497004258
15731242.674132189,6.116940985742018,1316.1931498131498,1838088.0699696252,1599678.814435909,0.22489374561227918,1734228.4984179477
15937685.848304294,5.7400028034401425,1315.695324281315,1676252.2084015505,1560946.7563593667,0.20777872191108054,1679139.3028041085
16026115.98959945,5.605106148271124,1316.8442931782583,1817846.4602197846,1563539.429438763,0.22712998430172388,1743879.858752229
15981501.693742797,5.52329053546673,1316.9600682628854,1842541.2499581354,1563585.522317872,0.21759674601841866,1579970.3483220444
15970497.206113411,5.470332815587291,1315.1627574836168,1616314.972401467,1628547.7048003313,0.21625179192450403,1692714.213647508
15971680.056529285,5.514811262506244,1315.9566034397046,1662391.674275909,1563548.858470802,0.22710959968203492,1734485.8934323157
15853827.361155909,5.509165986685294,1318.3084404076849,1582272.835249537,1608352.938889788,0.2244426331148604,1672347.0980887902
15968306.194992635,5.429325028299127,1318.4936803981502,1735003.827332018,1762533.7966497766,0.2163903383418092,1749094.1516946168
16022848.347484825,5.440212679391509,1317.9373976090537,1819998.6719609853,1672074.329822651,0.23159329803364248,1655504.2640701882
16228417.16714627,5.2451647582947265,1318.5353660749631,1907030.273263182,1596387.4872829958,0.209189366724001,1803710.708414175
16166234.194748215,5.387374121245438,1320.6664973436827,1784274.9292866765,1713718.9473932937,0.22615935606944265,1856216.5886454645
15936872.681356471,5.055113735111174,1318.2532679167462,1882831.1879324496,1561170.0418144395,0.22593101257968384,1662069.7314691695
16210765.076327376,5.427935645663661,1320.3518960717552,1671321.6557929192,1455878.717452402,0.2169045356068601,1687173.712390486
16149102.626350041,5.0387806342374155,1319.618586021349,1638860.7997731601,1533511.8161788853,0.22326133022242117,1805309.804106371
16137519.359963285,4.741592205101427,1319.985978195159,1770645.1192642334,1462802.2317762403,0.20748886423614699,1814051.4489248572
16315588.654660905,4.63527426996784,1322.3512902779808,1826046.0214195068,1602883.1184051672,0.22924027019206902,1698770.8903679082
16389344.942699514,4.794818287404052,1322.3318745234822,1800148.7161753029,1640443.8201190666,0.21815097863557012,1715101.9709924362
16400816.114293944,4.6165511246244995,1322.704639454001,1634551.0840238153,1777556.311858235,0.2147727697948096,1727304.006326017
16211793.897213284,4.6861602008862695,1323.8332182107315,1776073.3501299971,1647679.7857354376,0.2304900922583689,1640385.4688122275
16298832.014897855,4.580679116004324,1322.2971307624491,1686564.8753523324,1612027.7879226308,0.21295656309457242,1678862.490940679
16399126.611768428,4.431317117463538,1323.6791794569424,1858814.1518779746,1707920.29686852,0.20591538703636442,1685507.3485861847
16499877.915254682,4.249948413880158,1322.5814748651098,1845230.7022007373,1467570.478261773,0.20443370826476095,1713394.7143225172
16348749.091458565,4.086899333806309,1323.9237495287327,1721533.106046444,1654134.9256099158,0.2260600995134564,1747558.8331105667
16407408.422800342,4.186986442279699,1323.6329104184485,1762658.804569495,1703980.3426551574,0.20719570647503716,1773399.6030288506
16320364.803119276,4.3251740276632376,1324.364243947489,1708806.372934998,1511381.1456919196,0.23754794181984365,1851833.065515159
16333017.705110319,4.174715607384487,1325.5021105381554,1791513.25353462,1726706.5457009834,0.19918070592116277,1688660.8408936213
16597503.098687304,3.9049761888236882,1323.7726689751498,1904990.228976637,1687841.2857301459,0.2369645636829004,1849580.7593441752
16686186.303428499,4.070595961431838,1328.5292059135281,1753240.4511106506,1633970.7728382952,0.22211017467202618,1781437.8091895878
16538233.78541036,4.058928989489741,1324.2722239277505,1860885.9119569175,1706148.850725206,0.21903286888129608,1778464.110898567
16690736.447747042,3.828965887651732,1324.3505920808184,1791729.0584638526,1858571.324991678,0.2145508091319105,1845174.9423394392
16637146.323005715,3.9490715360175295,1328.2996663102501,1764130.3889012057,1678843.309783698,0.22399136114352072,1721576.3298508523
16539773.129447386,3.9034062420855173,1328.1406190409443,1810523.754881155,1674504.8738620684,0.2196236529757515,1813016.7665111248
16683992.472661009,3.696207824564252,1328.2799297255783,1748879.2964195863,1630079.3783152797,0.23103301882016522,1816368.4725739362
16848626.887975916,3.898721697571995,1328.6768932638963,1806707.8048144423,1613269.1353277946,0.2211422764866204,1858237.0401325955
16683200.875306806,3.9110815377571186,1328.1066298407297,1735229.908753004,1737583.3836375284,0.22150301761461877,1828381.6292086986
16898694.73869768,3.975912491588479,1327.1697434427713,2024862.8725897514,1617535.9776459164,0.21636387787786143,2000397.9967421647
16420005.58750923,3.9626494928214604,1329.0199568372907,1809095.7532280714,1647876.1488260203,0.21943054376278934,1742506.0182859658
16856440.80052503,3.5937212524269677,1328.2811324327317,1795234.0800472815,1645386.0576808723,0.2230780176889206,1797993.5168268788
16791695.64818858,3.660174897242278,1331.1501796001266,1865051.9489801219,1719383.9820966371,0.20289831607343375,1786866.2599224309
16768806.617944095,3.883263599266922,1329.8575389277469,1835150.691258669,1704856.2383908741,0.20651814577894287,1790934.1866934507
16839136.29318426,3.892898369779502,1329.2305042048113,1833700.3062343174,1771270.011973334,0.22743264094022714,1794901.664665371
16613054.230247892,3.907533954690921,1330.3772962375206,1878451.8887984373,1618940.7725623413,0.22170865438127943,1894118.7485885601
16848639.3734595,4.427200594002442,1331.8693971814134,1917165.202226556,1662128.8100424814,0.2181601666364732,1938554.186683526
16941291.00858141,3.958432010193097,1330.795038170794,1818605.1393336735,1611221.4961695985,0.22018433933065393,1816262.2953857433
17099222.285368983,4.071042540795598,1330.7979194066504,1831684.2309268208,1671936.882467235,0.22347581705361672,1817304.5358254665
16883120.07380716,4.076009933398729,1332.7874058172379,1833924.5539712096,1720162.0550206306,0.21460240319690638,1884362.5917461351
16871730.767652817,4.066987295583959,1333.1799498566631,1661703.413742907,1751031.6174363734,0.21221695274597688,1815986.3424021555
16931976.654769856,3.962382105183933,1332.4427102369434,1734241.533561375,1615127.2567729165,0.22195845255097682,1904723.173735797
17125473.25412425,4.167778966671873,1332.8871925415724,2000843.9014980271,1787009.390044413,0.21021627222384967,1899040.5966165862
17078512.63315916,3.985965262245189,1334.3324499060363,2019104.3990283606,1823612.654803862,0.22408252755714472,1778425.416579704
16998928.775547955,4.117828818304528,1332.202873487754,1848715.4358154582,1735032.6299209218,0.2029741639576216,1980418.0533414327
17147529.591973603,4.135315785878048,1332.6544293384352,1935660.893044382,1875665.0178670182,0.23029155637325643,2016775.7964105282
17121024.305921763,4.27826242090887,1334.0785836681214,1909957.280957203,1645862.1121646164,0.22472597482413043,1850709.4535619866
17249049.898863945,4.6739073942658065,1335.2267042724322,2162934.332363529,1617559.4344650228,0.22256029734313876,1882100.0018606856
17072003.62873472,4.109975328112128,1336.403861348397,1973487.3339140762,1555368.7701544832,0.22982690983945514,1910779.081946909
17140368.04240827,4.558742415997611,1338.5411593254244,1874477.7116795157,1842250.5547742064,0.23665474444462575,1923770.883976651
17156072.02162414,4.281759363329655,1338.0052394348031,1805201.3192860787,1771738.923806852,0.2301437006501813,1949784.1899112302
17050940.706224147,4.522600391877381,1336.869467205055,1738646.372912437,1700355.215983069,0.20159125768668354,2032022.5100449766
17285534.43324775,4.828043991706394,1337.471475688146,1918993.6760757358,1752750.4799771768,0.20720423033264299,1910781.1961239476
17304764.13266159,4.746963969290206,1336.3868309530433,1838081.6983492363,1633094.800779197,0.2137518142230432,1871925.5297074316
17297488.614797097,4.649306566100832,1338.2534802960115,1779716.6608820872,1941275.6965899072,0.22026091050210833,1832964.6727192623
17292162.04399498,4.778057207575963,1338.2388870416198,1846234.609401573,1740388.7724906593,0.22517659020469122,1879274.8603390362
17173905.51095395,5.062124602483133,1339.546577840507,1796257.5901067622,1726784.2304250684,0.21274256186846535,1916371.5782938928
17316710.06126816,4.925617598520026,1338.2122785846716,2050916.8193737247,1794510.4571178113,0.22186766764477078,2060933.8569604326
17349499.258016787,5.14249168662551,1340.6227697713618,1984924.9599270097,1776676.2723472554,0.21244617067646676,1906409.471725884
17317789.227693405,5.191279342021489,1342.5334833695038,1904266.4724367287,1751164.8044889094,0.21388482197008052,1956312.1008694523
17418145.71460008,5.160403933564506,1340.4618597773147,2044885.4419092827,1672971.5752169301,0.20593338903151778,1952953.9967692927
17509423.602817744,5.652427972033792,1341.6181925831484,1932809.9686701281,1792218.056183868,0.21076766753889095,2049622.6709457377
17710717.308145262,5.497324676011804,1342.4414659875667,1871909.0988374962,1937731.7499348952,0.20648315394383665,2170087.190782377
17528761.837539822,5.168295172510015,1341.1950442921711,2061656.1981267927,1870793.9215564944,0.21024126747022667,1935448.5348324797
17562156.04688673,5.568021035752156,1342.5236387227155,1979159.276569663,1896114.565432944,0.2305364179660784,1944104.1946970583
17545753.99010806,5.50666235187707,1342.5970136011726,1839036.6096568983,1709727.076538065,0.21050601111168057,2051977.3504944248
17347872.454164114,5.797306609928562,1343.1152641478232,1891756.1144056094,1648949.5544070522,0.2463238206483739,2005729.6301293396
17598380.834946092,5.611460631901291,1342.1998603242168,1858774.5743985937,1748769.8528747666,0.22493317900880888,2118750.7569351317
17632227.62519292,5.771173452242512,1343.7867652613884,1817635.8406891278,1768135.534208633,0.22184836123694873,2035829.5688216821
17944026.553498235,5.919098563775942,1344.8876224368682,2056939.693415614,1892573.6636601,0.21141642219818788,2006232.2322060463
17648791.684226267,6.024887038975703,1346.7079654116926,2109861.5678951517,1615529.390008837,0.22700309879408992,2042353.3710857693
17731498.181080032,5.763157538084601,1346.3607812391278,1826471.3079623457,1908755.9116449344,0.21424362173762226,2090745.3636538156
17714584.58763537,5.937521869437664,1348.5422736862674,1998468.1354578491,1757463.237339077,0.2212200981464536,2070404.0970075787
17601946.135485657,5.957093377948367,1344.552103655668,1878951.1976277402,1722624.9255512008,0.24560084538268795,2037249.8375765013
17902763.737741802,5.966958282694833,1347.402230955081,1925699.5578706174,1699679.0462330927,0.21903940100275351,2114223.728396116
17879294.46392241,6.362239659679836,1346.7593880086076,1913764.463980939,1639991.0977328676,0.23149273326285677,2120886.515678936
17907423.833645165,6.18634722877383,1350.1597043998265,1892457.3771958994,1864446.7060364927,0.21296823574874113,2141569.1584571213
17726811.00542463,5.960250383668341,1346.0531775719674,1954249.8792379769,1779179.569280717,0.21965011509503038,2070039.9712695524
18027710.317312334,6.306356957638272,1346.396667236729,1908147.4949703808,1686495.824625277,0.2377080063563551,2048459.927311108
17714590.372464925,6.501732122619251,1347.147786031834,1972560.1003817765,1656750.0875105835,0.21373032942212233,2037194.1414659028
17976672.85125603,6.348388324016083,1345.2516564135353,1972918.4433469998,1767485.826687623,0.2381244855799693,2145646.8804275286
18192542.175097197,5.971062217568981,1348.0394924674788,1979444.2771593204,1971072.9399595815,0.22707751935455475,2026297.9879326387
17834260.64098432,6.127099835801801,1348.0800510076695,1880840.036022595,1760277.9649966126,0.21437533224105731,2073060.1324027202
17908606.772447668,6.385853914086965,1349.8349656797143,1918300.890185395,1656264.6968939274,0.2263240773905552,2029214.5135020863
18011958.163810518,6.081079476105241,1350.5126339636658,2049345.7738035722,1779064.247434239,0.2297255444962673,2073446.1910307219
